name,rank,year,company_founded,company_name,company_relationship,company_sector,company_type,demographics_age,demographics_gender,location_citizenship,location_country_code,location_gdp,location_region,wealth_type,wealth_worth_in_billions,wealth_how_category,wealth_how_from_emerging,wealth_how_industry,wealth_how_inherited,wealth_how_was_founder,wealth_how_was_political
 Leonardo Del Vecchio ,43,"2,001.00","1,961.00", ?Luxottica , founder , glasses , new ,65, male , Italy , ITA ,"1,160,000,000,000.00", Europe , fnf ,6.6, Traded Sectors , True , Consumer , nonin , True , True 
 Masayoshi Son ,44,"1,996.00","1,981.00", Softbank , founder/CEO , technology , new ,38, male , Japan , JPN ,"4,710,000,000,000.00", East Asia , fnf ,4.6, Non-Traded Sectors , True , Media , nonin , True , True 
 Friedrich Flick ,45,"1,996.00","1,919.00", Friedrich Flick Industrial Holding , relation , coal , new ,69, male , Germany , DEU ,"2,500,000,000,000.00", Europe , inherited ,4.5, Financial , True , Money Management , father , True , True 
 Gerald Cavendish Grosvenor ,45,"2,001.00","1,677.00", Grosvenor Group , relation , real estate , new ,49, male , United Kingdom , GBR ,"1,530,000,000,000.00", Europe , inherited ,6.5, Financial , True , Real Estate , 5th generation or longer , True , True 
 Tadashi Yanai ,45,"2,014.00","1,963.00", Fast Retailing/Uniqlo , founder , apparel , new ,65, male , Japan , JPN , -   , East Asia , fnf ,17.9, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Liem Sioe Liong ,46,"1,996.00","1,952.00", Salim Group , founder , consumer goods , new , -   , male , Indonesia , IDN ,"227,000,000,000.00", East Asia , self-made finance ,4.5, Financial , True , Diversified financial , nonin , True , True 
 Kirk Kerkorian ,46,"2,001.00","1,924.00", MGM Grand , investor , real estate , aquired ,83, male , United States , USA ,"10,600,000,000,000.00", North America , self-made finance ,6.4, Financial , True , Real Estate , nonin , True , True 
 Gina Rinehart ,46,"2,014.00","1,955.00", Hancock Prospecting , relation , mining , new ,60, female , Australia , AUS , -   , North America , inherited ,17.7, Resource Related , True , Mining and metals , father , True , True 
 Pierre Landolt ,47,"1,996.00","2,001.00", AxialPar , founder , venture capitalist , new , -   , male , Switzerland , CHE ,"330,000,000,000.00", Europe , fnf ,4.5, New Sectors , True , Technology-Medical , nonin , True , True 
 Charles Schwab ,47,"2,001.00","1,971.00", Charles Schwab Corporation , founder , brokerage/banking , new ,63, male , United States , USA ,"10,600,000,000,000.00", North America , self-made finance ,6.3, Financial , True , Money Management , nonin , True , True 
 Francois Pinault ,47,"2,001.00","1,963.00"," Pinault-Printemps-Redoute (PPR), now known as Kering ", founder , apparel , new ,64, male , France , FRA ,"1,380,000,000,000.00", Europe , fnf ,6.3, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Mikhail Fridman ,47,"2,014.00","1,989.00", Alfa Group , founder , investment banking , new ,49, male , Russia , RUS , -   , Europe , privatized and resources ,17.6, Resource Related , True , Energy , nonin , True , True 
 Donald Newhouse ,48,"1,996.00","1,909.00", Advance Publications , relation , media , new ,66, male , United States , USA ,"8,100,000,000,000.00", North America , inherited ,4.5, Non-Traded Sectors , True , Media , father , True , True 
 Michael Dell ,48,"2,014.00","1,984.00", Dell , founder , technology , new ,49, male , United States , USA , -   , North America , fnf ,17.5, New Sectors , True , Technology-Computer , nonin , True , True 
 Samuel Newhouse ,49,"1,996.00","1,909.00", Advance Publications , relation , media , new ,68, male , United States , USA ,"8,100,000,000,000.00", North America , inherited ,4.5, Non-Traded Sectors , True , Media , father , True , True 
 Pierre Landolt ,49,"2,001.00","2,001.00", AxialPar , founder , venture capitalist , new , -   , male , Switzerland , CHE ,"279,000,000,000.00", Europe , fnf ,6.1, New Sectors , True , Technology-Medical , nonin , True , True 
 Susanne Klatten ,49,"2,014.00","1,916.00", BMW , relation , cars , new ,51, female , Germany , DEU , -   , Europe , inherited ,17.4, Traded Sectors , True , Consumer , father , True , True 
 Dhanin Chearavanont ,50,"1,996.00","1,921.00", Charoen Pokphand (CP Group) , relation , retail , new ,56, male , Thailand , THA ,"182,000,000,000.00", East Asia , inherited ,4.2, Traded Sectors , True , Consumer , father , True , True 
 George Soros ,50,"2,001.00","1,969.00", Soros Fund Management , founder , hedge funds , new ,70, male , United States , USA ,"10,600,000,000,000.00", North America , self-made finance ,6, Financial , True , Hedge funds , nonin , True , True 
 Nasser Al-Kharafi ,50,"2,001.00","1,956.00", Kharafi Group , relation , construction , new ,57, male , Kuwait , KWT ,"34,890,773,880.00", Middle East/North Africa , inherited ,6, Non-Traded Sectors , True , Constrution , father , True , True 
 Abigail Johnson ,50,"2,014.00","1,946.00", Fidelity Investments , relation , investment banking , new ,52, female , United States , USA , -   , North America , inherited ,17.3, Financial , True , Money Management , 3rd generation , True , True 
 Boehringer family ,51,"1,996.00","1,885.00", Poehringer Ingelheim , relation , pharmaceuticals , new , -   ,, Germany , DEU ,"2,500,000,000,000.00", Europe , inherited ,4.1, New Sectors , True , Technology-Medical , 3rd generation , True , True 
 Viktor Vekselberg ,51,"2,014.00","1,990.00", Renova Group , founder ," aluminum, oil ", new ,56, male , Russia , RUS , -   , Europe , privatized and resources ,17.2, Resource Related , True , Mining and metals , nonin , True , True 
 David Sainsbury ,52,"1,996.00","1,869.00", Sainsbury's , relation , groceries , new ,55, male , United Kingdom , GBR ,"1,310,000,000,000.00", Europe , inherited ,4.1, Non-Traded Sectors , True ," Retail, Restaurant ", 4th generation , True , True 
 Lee Shau Kee ,52,"2,001.00","1,976.00", Henderson Land Development , founder/chairman , real estate , new ,73, male , Hong Kong , HKG ,"169,000,000,000.00", East Asia , self-made finance ,5.9, Financial , True , Real Estate , nonin , True , True 
 Lakshmi Mittal ,52,"2,014.00","1,989.00", ArcelorMittal , founder , steel , new ,63, male , India , IND , -   , South Asia , inherited ,16.7, Resource Related , True , Non-consumer industrial , father , True , True 
 Seydoux/Schlumberger families ,53,"1,996.00","1,926.00", Schlumberger Well Services ,, oilfield services , new , -   ,, France , FRA ,"1,610,000,000,000.00", Europe , inherited ,4, New Sectors , True , Technology-Medical , nonin , True , True 
 Eli Broad ,53,"2,001.00","1,957.00"," Kaufman and Broad, SunAmerica ", founder , construction/insurance , new/aquired ,67, male , United States , USA ,"10,600,000,000,000.00", North America , self-made finance ,5.8, Financial , True , Money Management , nonin , True , True 
 Vladimir Lisin ,53,"2,014.00","1,992.00", NLMK , owner , steel , aquired ,57, male , Russia , RUS , -   , Europe , privatized and resources ,16.6, Resource Related , True , Non-consumer industrial , nonin , True , True 
 Masatoshi Ito ,54,"1,996.00","1,961.00", Ito-Yokado , founder , retail , new ,71, male , Japan , JPN ,"4,710,000,000,000.00", East Asia , fnf ,4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 James Goodnight ,54,"2,001.00","1,976.00", SAS institute , founder , software , new ,58, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,5.7, New Sectors , True , Technology-Computer , nonin , True , True 
 Cheng Yu-tung ,54,"2,014.00","1,929.00", Chow Tai Fook Enterprises , relation , real estate , new ,88, male , Hong Kong , HKG , -   , East Asia , inherited ,16.2, Financial , True , Diversified financial , father , True , True 
 Fukuzo Iwasaki ,55,"1,996.00","1,923.00", Iwasaki Sangyo Group , relation , real estate , new ,71, male , Japan , JPN ,"4,710,000,000,000.00", East Asia , inherited ,4, Financial , True , Real Estate , father , True , True 
 Kyosuke Kinoshita ,55,"2,001.00","1,948.00", Acom , relation , consumer loans , new ,60, male , Japan , JPN ,"4,160,000,000,000.00", East Asia , inherited ,5.6, Financial , True , Money Management , father , True , True 
 Masayoshi Son ,55,"2,001.00","1,981.00", Softbank , founder/CEO , technology , new ,43, male , Japan , JPN ,"4,160,000,000,000.00", East Asia , fnf ,5.6, Non-Traded Sectors , True , Media , nonin , True , True 
 Joseph Safra ,55,"2,014.00","1,955.00", Banco Safra (now Saftra Group) , founder , banking , new ,75, male , Brazil , BRA , -   , Latin America , self-made finance ,16, Financial , True , Money Management , nonin , True , True 
 Mustafa Rahmi Koc ,56,"1,996.00","1,926.00", Koc Holding , relation ," energy, retail, manufacturing ", new ,65, male , Turkey , TUR ,"181,000,000,000.00", Middle East/North Africa , inherited ,4, Financial , True , Money Management , 3rd generation , True , True 
 Paul Allen ,56,"2,014.00","1,975.00", Microsoft , founder , technology , new ,61, male , United States , USA , -   , North America , fnf ,15.9, New Sectors , True , Technology-Computer , nonin , True , True 
 Barbara Cox Anthony ,57,"1,996.00","1,898.00", Cox Enterprises , relation , media , aquired ,72, female , United States , USA ,"8,100,000,000,000.00", North America , inherited ,4, Non-Traded Sectors , True , Media , father , True , True 
 Luciano Benetton ,57,"2,001.00","1,965.00", Benetton Group , founder , fashion , new ,65, male , Italy , ITA ,"1,160,000,000,000.00", Europe , fnf ,5.5, Traded Sectors , True , Consumer , nonin , True , True 
 Robert Pritzker ,57,"2,001.00","1,957.00", Hyatt , founder , hotels , aquired ,74, male , United States , USA ,"10,600,000,000,000.00", North America , self-made finance ,5.5, Financial , True , Real Estate , father , True , True 
 Thomas Pritzker ,57,"2,001.00","1,957.00", Hyatt , relation , hotels , aquired ,50, male , United States , USA ,"10,600,000,000,000.00", North America , inherited ,5.5, Financial , True , Real Estate , father , True , True 
 Leonid Mikhelson ,57,"2,014.00","1,994.00", Novatek , chairman of management committee , gas , new ,58, male , Russia , RUS , -   , Europe , privatized and resources ,15.6, Resource Related , True , Energy , nonin , True , True 
 Anne Cox Chambers ,58,"1,996.00","1,898.00", Cox Enterprises , relation , media , aquired ,76, female , United States , USA ,"8,100,000,000,000.00", North America , inherited ,4, Non-Traded Sectors , True , Media , father , True , True 
 Anne Cox Chambers ,58,"2,014.00","1,898.00", Cox Enterprises , relation , media , aquired ,94, female , United States , USA , -   , North America , inherited ,15.5, Non-Traded Sectors , True , Media , father , True , True 
 Francois Pinault ,58,"2,014.00","1,963.00"," Pinault-Printemps-Redoute (PPR), now known as Kering ", founder , apparel , new ,77, male , France , FRA , -   , Europe , fnf ,15.5, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Iris Fontbona ,58,"2,014.00","1,888.00", Antofagasta PLC , relation , mining , aquired ,71, female , Chile , CHL , -   , Latin America , inherited ,15.5, Resource Related , True , Mining and metals , spouse/widow , True , True 
 Ronald Perelman ,59,"1,996.00","1,980.00", MacAnderws and Forbes Holdings , founder , holding company , aquired ,53, male , United States , USA ,"8,100,000,000,000.00", North America , self-made finance ,4, Financial , True , Private equity/leveraged buyout , nonin , True , True 
 Akira Mori ,60,"1,996.00","1,959.00", Mori Building , relation , construction , new ,66, male , Japan , JPN ,"4,710,000,000,000.00", East Asia , inherited ,3.9, Financial , True , Real Estate , father , True , True 
 Curt Engelhorn ,60,"2,001.00","1,865.00", BASF/Boehringer Mannheim/DePuy , relation , pharmaceuticals , new ,74, male , Germany , DEU ,"1,950,000,000,000.00", Europe , inherited ,5.4, New Sectors , True , Technology-Medical , 4th generation , True , True 
 Gordon Moore ,60,"2,001.00","1,968.00", Intel  , founder , technology , new ,72, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,5.4, New Sectors , True , Technology-Computer , nonin , True , True 
 Hasso Plattner ,60,"2,001.00","1,972.00", SAP AG , founder , software , new ,57, male , Germany , DEU ,"1,950,000,000,000.00", Europe , fnf ,5.4, New Sectors , True , Technology-Computer , nonin , True , True 
 Paul-Louis Halley ,60,"2,001.00","1,961.00", Promodes , relation , retail , new , -   , male , France , FRA ,"1,380,000,000,000.00", Europe , executive ,5.4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Otto Beisheim ,61,"1,996.00","1,963.00", Metro AG , founder , groceries , new ,72, male , Germany , DEU ,"2,500,000,000,000.00", Europe , fnf ,3.8, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Azim Premji ,61,"2,014.00","1,945.00", Wipro Limited , relation , software , new ,68, male , India , IND , -   , South Asia , inherited ,15.3, New Sectors , True , Technology-Computer , father , True , True 
 Gennady Timchenko ,61,"2,014.00","2,000.00", Gunvor Group , founder , oil trading , new ,61, male , Russia , RUS , -   , Europe , privatized and resources ,15.3, Resource Related , True , Energy , nonin , True , True 
 Mohammad Al Amoudi ,61,"2,014.00","1,970.00", MIDROC , founder , construction/real estate , new ,67, male , Saudi Arabia , SAU , -   , Middle East/North Africa , privatized and resources ,15.3, Resource Related , True , Energy , nonin , True , True 
 Madeleine Schickedanz ,62,"1,996.00","1,927.00", Quelle Versand , relation , retail , new ,52, female , Germany , DEU ,"2,500,000,000,000.00", Europe , inherited ,3.8, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Brenninkmeijer family ,63,"1,996.00","1,841.00", C&A , relation , retail , new , -   ,, Netherlands , NLD ,"443,000,000,000.00", Europe , inherited ,3.8, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Gordon Moore ,64,"1,996.00","1,968.00", Intel  , founder , technology , new ,67, male , United States , USA ,"8,100,000,000,000.00", North America , fnf ,3.7, New Sectors , True , Technology-Computer , nonin , True , True 
 Friedrich Flick ,64,"2,001.00","1,919.00", Friedrich Flick Industrial Holding , relation , coal , new ,74, male , Germany , DEU ,"1,950,000,000,000.00", Europe , inherited ,5.3, Financial , True , Money Management , father , True , True 
 Gustavo Cisneros ,64,"2,001.00","1,929.00", Cisneros Group , relation , media , new ,55, male , Venezuela , VEN ,"123,000,000,000.00", Latin America , inherited ,5.3, Non-Traded Sectors , True , Media , father , True , True 
 Stefan Persson ,64,"2,001.00","1,947.00",  H&M , relation ,  fashion ,  new ,53, male , Sweden , SWE ,"240,000,000,000.00", Europe , inherited ,5.3, Traded Sectors , True , Consumer , father , True , True 
 Walter Haefner ,64,"2,001.00","1,957.00", Automation Center , founder , computer services , new ,90, male , Switzerland , CHE ,"279,000,000,000.00", Europe , fnf ,5.3, New Sectors , True , Technology-Computer , nonin , True , True 
